,transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
129513,1-133-2021-413,133,1,مبايعات,Sales,تسجيل حق منفعة,Development Registration,08-07-2021,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,458,مجمع دبي للاستثمار الاول,Dubai Investment Park First,,,1667.0,المجتمع الأخضر الغرب - التوسع - المرحلة الثالثة,GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Dubai Investment Park First,مجمع دبي للاستثمار الاول,موقع إكسبو 2020,Expo 2020 Site,محطة مترو الدانوب,DANUBE Metro Station,ابن بطوطة مول,Ibn-e-Battuta Mall,ثلاث غرف,3 B/R,0,304.99,3001164.0,9840.2,,,1.0,1.0,0.0
153902,2-13-2007-2273,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,10-12-2007,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,434,وادي الصفا 6,Wadi Al Safa 6,,,,,,Arabian Ranches - Saheel,المرابع العربية - صهيل,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,540.05,2700000.0,4999.54,,,2.0,1.0,0.0
1014597,1-110-2016-300,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,08-03-2016,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,443,الثنيه الأولى,Al Thanyah First,ماديسون ريزدنسي,Madison Residency,54.0,ماديسون ريزيدنس,MADISON RESIDENCY,TECOM Site C,تيكوم سايت سي,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مول الإمارات,Mall of the Emirates,استوديو,Studio,1,60.68,611977.0,10085.32,,,2.0,0.0,0.0
107339,1-102-2018-12692,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,24-09-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,412,المركاض,Al Merkadh,"مدينة محمد بن راشد آل مكتوم دستركت ون المرحله الثالثه ,ريسيدنس 16","Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 16",1997.0,مدينة محمد بن راشد ال مكتوم - ديستركت ون ، المرحلة الثالثة ، ريسيدنز 16,"Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences 16",,,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,غرفة,1 B/R,1,69.89,1210440.0,17319.22,,,1.0,1.0,0.0
803598,3-9-2023-1874,9,3,هبات,Gifts,هبه,Grant,16-03-2023,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,370,ام سقيم الثالثه,Um Suqaim Third,,,,,,,,,,,,,,,,0,594.58,5000000.0,8409.3,,,1.0,1.0,0.0
767029,1-102-2021-23620,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,08-12-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,A جولف فل بلوك,Golfville Block A,2144.0,جولف فل,Golf ville,DUBAI HILLS,دبي هيليز,آي إم جي وورلد أدفينتشرز,IMG World Adventures,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,68.99,1230888.0,17841.54,,,1.0,1.0,0.0
879100,2-13-2019-6714,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,07-10-2019,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,445,جبل علي الأولى,Jabal Ali First, ستارز تاور 1, Starz Tower 1,1699.0,ستارز تاور من الدانوب,STARZ TOWER by DANUBE,Al Furjan,الفرجان,موقع إكسبو 2020,Expo 2020 Site,محطة مترو ابن بطوطة,Ibn Battuta Metro Station,ابن بطوطة مول,Ibn-e-Battuta Mall,استوديو,Studio,1,38.05,172798.0,4541.35,,,1.0,1.0,0.0
498374,1-11-2010-6765,11,1,مبايعات,Sales,بيع,Sell,05-05-2010,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,244,المرقبات,Al Murqabat,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,مول دبي,Dubai Mall,,,0,232.26,6000000.0,25833.12,,,1.0,1.0,0.0
129304,1-11-2013-38153,11,1,مبايعات,Sales,بيع,Sell,09-12-2013,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,357,القصيص الثانيه,Al Qusais Second,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القصيص,Al Qusais Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,681.26,1000000.0,1467.87,,,1.0,1.0,0.0
930289,1-11-2014-20256,11,1,مبايعات,Sales,بيع,Sell,29-08-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,جولف تاورز - T3,GOLF TOWERS T3,,,,The Greens,الروضة,برج العرب,Burj Al Arab,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,187.39,3770000.0,20118.47,,,1.0,1.0,0.0
211382,1-102-2016-16965,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,26-12-2016,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,409,البرشاء جنوب الثالثة,Al Barshaa South Third,ميــراكــلز تاور,MIRACLZ TOWER,1819.0,ميراكلز تاور,MIRACLZ TOWER,Arjan,أرجان,موتور سيتي,Motor City,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,استوديو,Studio,1,36.26,500000.0,13789.3,,,1.0,1.0,0.0
903410,2-110-2009-202752,110,2,رهون,Mortgages,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,09-11-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,المسك, DM MESK,,,,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,ابراج مارينا,Marina Towers,مارينا مول,Marina Mall,غرفتين,2 B/R,1,159.33,1279800.0,8032.39,1279800.0,8032.0,2.0,2.0,2.0
772587,1-11-2012-4306,11,1,مبايعات,Sales,بيع,Sell,15-03-2012,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,جولد كرست فيوز-2,GOLDCREST VIEWS 2,150.0, جولد كريست فيو 2,GOLD CREST VIEWS2,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,استوديو,Studio,1,34.47,301000.0,8732.23,,,1.0,2.0,0.0
832788,1-41-2015-5363,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,31-08-2015,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,523,الحبية الثالثة,Al Hebiah Third,,,1659.0,منطقة مدن 3 _ الجوار الأول- أرابيلا,MUDON PHASE 3 _  NEIGHBOURHOOD I- ARABELLA,Mudon,مدن,,,,,,,,,0,304.56,2480000.0,8142.89,,,1.0,1.0,0.0
214272,1-11-2014-13571,11,1,مبايعات,Sales,بيع,Sell,21-05-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,464,وادي الصفا 2,Wadi Al Safa 2,مزايا 23,Mazaya 23,1205.0,كيو بوينت ليوان -PLOT R094,QPOINT LIWAN-PLOT R094,Liwan,ليوان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,100.58,703742.0,6996.84,,,1.0,1.0,0.0
840866,1-11-2013-29862,11,1,مبايعات,Sales,بيع,Sell,30-09-2013,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,526,الخليج التجارى,Business Bay,يو بورا تاور 1,U-BORA TOWER 1,516.0,أبراج يو بورا,U-BORA TOWERS,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,145.3,1955000.0,13454.92,,,1.0,2.0,0.0
367325,1-11-2011-15583,11,1,مبايعات,Sales,بيع,Sell,12-10-2011,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,أرنو,GR Arno,,,,The Greens,الروضة,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مارينا مول,Marina Mall,غرفتين,2 B/R,1,160.07,1836000.0,11469.98,,,1.0,2.0,0.0
142935,1-102-2007-12298,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,04-05-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,464,وادي الصفا 2,Wadi Al Safa 2,اليرموك,Al Yarmouk,1212.0,كيو بوينت ليوان -PLOT R099,QPOINT LIWAN-PLOT R099,Liwan,ليوان,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,79.2,562656.0,7104.24,,,1.0,1.0,0.0
651609,2-14-2017-1142,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,30-10-2017,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,466,وادي الصفا 4,Wadi Al Safa 4,,,,,,City Of Arabia,ستي اوف ارابيا,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,,,0,15032.17,,6652.4,,,2.0,1.0,0.0
783171,1-11-2019-6174,11,1,مبايعات,Sales,بيع,Sell,04-07-2019,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,مارينا هايتز 1,MARINA HEIGHTS 1,,,,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,ابراج مارينا,Marina Towers,مارينا مول,Marina Mall,غرفتين,2 B/R,1,119.58,1200000.0,10035.12,,,1.0,1.0,0.0
1079545,2-13-2014-4633,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,11-06-2014,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,409,البرشاء جنوب الثالثة,Al Barshaa South Third,,,,,,Arjan,أرجان,موتور سيتي,Motor City,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,3120.24,13600000.0,4358.64,,,1.0,1.0,0.0
633102,1-11-2021-17163,11,1,مبايعات,Sales,بيع,Sell,29-09-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,371,الصفوح الثانيه,Al Safouh Second,بالم فيو,Palm View,,,,TECOM Site A,تيكوم سايت ايه,برج العرب,Burj Al Arab,نخلة جميرا,Palm Jumeirah,مارينا مول,Marina Mall,غرفة,1 B/R,1,100.84,2553057.0,25317.9,,,1.0,1.0,0.0
826781,1-102-2022-10464,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,20-04-2022,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,0,على الخارطة,Off-Plan Properties,462,مدينة المطار,Madinat Al Mataar,,,2306.0,النبض- الشاطئ,The Pulse- Beachfront,Dubai World Central,دبي ورلد سنترال,,,,,,,ثلاث غرف,3 B/R,0,264.29,1500000.0,5675.58,,,1.0,1.0,0.0
61287,1-102-2008-29989,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,07-05-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,350,الثنيه الخامسة,Al Thanyah Fifth,بلاديوم,  PALLADIUM,86.0,البلاديوم,PALLADIUM,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,176.24,1280475.0,7265.52,,,1.0,2.0,0.0
685942,3-9-2018-2042,9,3,هبات,Gifts,هبه,Grant,13-08-2018,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,464,وادي الصفا 2,Wadi Al Safa 2,,,1579.0,ايسترن ريزيدنس - سوث,EASTERN RESIDENCE - SOUTH,Falcon City,فالكون ستي,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,,,0,449.99,1210473.0,2690.0,,,1.0,1.0,0.0
828505,1-102-2016-4888,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,27-04-2016,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,390,برج خليفة,Burj Khalifa,فورته T2,Forte T2,1660.0,فورتي,FORTE,Burj Khalifa,برج خليفة,برج خليفة,Burj Khalifa,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,106.11,2204888.0,20779.27,,,1.0,1.0,0.0
798576,2-110-2008-200215,110,2,رهون,Mortgages,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,03-04-2008,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,الصدف 8,Sadaf 8,,,,Jumeriah Beach Residence  - JBR,جميرا بيتش ريزيدنس  - الجيه بي آر ,برج العرب,Burj Al Arab,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,177.52,524250.0,2953.19,524250.0,2953.0,2.0,2.0,2.0
403303,1-41-2010-4673,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,29-06-2010,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,أرنو,GR Arno,,,,The Greens,الروضة,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مارينا مول,Marina Mall,غرفة,1 B/R,1,60.94,504888.0,8285.0,,,1.0,1.0,0.0
947762,1-11-2013-30327,11,1,مبايعات,Sales,بيع,Sell,01-10-2013,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,باي سنترال 1,BAY CENTRAL 1,259.0,باي سنترال ويست أند سنترال ,BAY CENTRAL WEST & CENTRAL TOWERS,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,مارينا مول,Marina Mall,غرفة,1 B/R,1,79.59,1302054.0,16359.52,,,1.0,1.0,0.0
105090,1-41-2014-6561,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,08-12-2014,1,أرض,Land,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,445,جبل علي الأولى,Jabal Ali First,,,,,,Al Furjan,الفرجان,موقع إكسبو 2020,Expo 2020 Site,محطة مترو ابن بطوطة,Ibn Battuta Metro Station,ابن بطوطة مول,Ibn-e-Battuta Mall,,,0,701.16,1780000.0,2538.65,,,1.0,1.0,0.0
851554,1-11-2013-24769,11,1,مبايعات,Sales,بيع,Sell,19-08-2013,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,باي سنترال 1,BAY CENTRAL 1,259.0,باي سنترال ويست أند سنترال ,BAY CENTRAL WEST & CENTRAL TOWERS,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,مارينا مول,Marina Mall,غرفة,1 B/R,1,79.59,912653.0,11466.93,,,1.0,1.0,0.0
771920,1-45-2016-659,45,1,مبايعات,Sales,بيع حق منفعة,Sell Development,27-10-2016,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,484,ند حصة,Nadd Hessa,سيليكون جيت 1,SILICON GATES 1,774.0,بوابة السيليكون 1,SILICON GATE 1,Silicon Oasis,واحة السيليكون,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفة,1 B/R,1,87.8,620000.0,7061.5,,,1.0,1.0,0.0
158836,1-41-2012-572,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,02-04-2012,4,فيلا,Villa,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,,,1282.0,جميرا بارك,JUMEIRAH PARK ,Jumeirah Park,جميرا بارك,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,برج هاربور,Harbour Tower,مارينا مول,Marina Mall,,,0,883.31,4590000.0,5196.36,,,2.0,1.0,0.0
595369,1-11-2009-212117,11,1,مبايعات,Sales,بيع,Sell,10-06-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,P24,P24,,,,International City Phase 1,المدينة العالمية - المرحلة الاولى,,,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,استوديو,Studio,0,44.97,255000.0,5670.45,,,1.0,2.0,0.0
1068747,1-102-2013-13890,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,19-12-2013,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,0,على الخارطة,Off-Plan Properties,506,اليلايس 1,Al Yelayiss 1,,,1824.0,مجمع ريم ميرا بي أتش 3,REEM-MIRA COMMUNITY PH 3,,,دورة دبي للدراجات,Dubai Cycling Course,,,,,أربع غرف,4 B/R,0,331.22,1697888.0,5126.16,,,1.0,1.0,0.0
187703,1-11-2009-212465,11,1,مبايعات,Sales,بيع,Sell,15-06-2009,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,445,جبل علي الأولى,Jabal Ali First,MOG 195,MOG 195,,,,Discovery Gardens,الحدائق المكتشفة,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,برج هاربور,Harbour Tower,ابن بطوطة مول,Ibn-e-Battuta Mall,غرفة,1 B/R,0,89.0,673000.0,7561.8,,,1.0,1.0,0.0
